iter	Logloss
220	0.2842187317
221	0.2840787286
222	0.2839734056
223	0.2838793863
224	0.2838165704
225	0.2838102366
226	0.2837849453
227	0.2837094889
228	0.2836599458
229	0.2835075366
230	0.2834325307
231	0.2834320064
232	0.2833933286
233	0.2832224388
234	0.2831503825
235	0.2829757015
236	0.2828488707
237	0.2828332944
238	0.282807587
239	0.2827708709
240	0.2827130744
241	0.2826393589
242	0.2825414339
243	0.2824831386
244	0.2824146395
245	0.2823543527
246	0.2823310979
247	0.282307226
248	0.2823064848
249	0.2821434443
250	0.282130944
251	0.2820471247
252	0.2819537932
253	0.2818512834
254	0.28179963
255	0.2817584249
256	0.2817114705
257	0.2816544256
258	0.2815841897
259	0.2815000864
260	0.2814431467
261	0.281402781
262	0.2812768499
263	0.2811964597
264	0.2811335196
265	0.2810632978
266	0.2810449412
267	0.2809628981
268	0.2808915104
269	0.2808362926
270	0.2807647619
271	0.2807150854
272	0.2806558106
273	0.28053567
274	0.2805272567
275	0.280481927
276	0.2804786894
277	0.2804154304
278	0.2803370109
279	0.2802765527
280	0.2802499725
281	0.2799791276
282	0.279927144
283	0.2798739071
284	0.2798581443
285	0.2798319392
286	0.2798300248
287	0.2797737655
288	0.279595857
289	0.2795479181
290	0.2794790015
291	0.2794416783
292	0.2794179068
293	0.279285692
294	0.2792427291
295	0.2792165302
296	0.2791610179
297	0.2791129016
298	0.2790807148
299	0.2790308983
300	0.2789187063
301	0.278861141
302	0.2788183982
303	0.2786981977
304	0.2786711084
305	0.2786424515
306	0.2785874603
307	0.2785514467
308	0.2785039937
309	0.2783652193
310	0.2783402049
311	0.2783067381
312	0.2782416684
313	0.278236049
314	0.2782351669
315	0.2781750529
316	0.2781501605
317	0.2781232606
318	0.2781007203
319	0.2779738422
320	0.2779227979
321	0.2778854757
322	0.2778501438
323	0.2778024797
324	0.2777832316
325	0.2777269454
326	0.2777076877
327	0.2776494664
328	0.2776081915
329	0.2775821198
330	0.277533426
331	0.2774810003
332	0.2774077807
333	0.2774058537
334	0.277358231
335	0.2773223483
336	0.277273307
337	0.277239354
338	0.2772135976
339	0.2771808049
340	0.2771428116
341	0.2770202066
342	0.2768292381
343	0.2765947943
344	0.2765863689
345	0.2765592018
346	0.2765298019
347	0.2764979707
348	0.2764770726
349	0.2764140375
350	0.2763770865
351	0.2763243708
352	0.2762623054
353	0.2760945896
354	0.2760608523
355	0.2760359851
356	0.2760106653
357	0.2760005793
358	0.2757900253
359	0.2757362627
360	0.2757021984
361	0.2756752257
362	0.2756381354
363	0.2754948692
364	0.2754075908
365	0.2753612979
366	0.2753108762
367	0.2752242561
368	0.2752063278
369	0.275195367
370	0.2751664888
371	0.2751265862
372	0.2750993104
373	0.2750628118
374	0.2750513925
375	0.2750076748
376	0.274952152
377	0.274910628
378	0.2748852232
379	0.2748375644
380	0.2747025537
381	0.2746914361
382	0.2746591488
383	0.2746180815
384	0.2745987467
385	0.274571504
386	0.2745554262
387	0.2745137691
388	0.2744573327
389	0.2743856895
390	0.2743775987
391	0.2743524104
392	0.2742933763
393	0.2742784588
394	0.2742230225
395	0.2741797006
396	0.2741148268
397	0.2740403689
398	0.2740316756
399	0.2740013795
400	0.2739368095
401	0.2739012421
402	0.2738683795
403	0.2738282473
404	0.2737930989
405	0.2737821105
406	0.2737447358
407	0.2737044104
408	0.2736974652
409	0.2736434828
410	0.2735829801
411	0.2735258932
412	0.2734629312
413	0.2734395369
414	0.2734046701
415	0.2733854056
416	0.2733250299
417	0.2733166185
418	0.2732704369
419	0.2732564456
420	0.2732111587
421	0.2731890994
422	0.2731424216
423	0.2730941437
424	0.2730897306
425	0.2730531546
426	0.2730391094
427	0.2730030198
428	0.2729878638
429	0.2729530865
430	0.2729448915
431	0.2729216565
432	0.2728713316
433	0.2727543623
434	0.2727264228
435	0.2727181783
436	0.2726753883
437	0.2726281356
438	0.2724141542
439	0.2723774986
440	0.2723704561
441	0.2723469836
442	0.2723254619
443	0.2722979041
444	0.2722848068
445	0.2722526243
446	0.2722320411
447	0.272183839
448	0.2721604438
449	0.2721379672
450	0.2721072651
451	0.27208682
452	0.2720517498
453	0.2720204016
454	0.2719976983
455	0.2719750837
456	0.2719575892
457	0.2719173702
458	0.2718899753
459	0.2718485959
460	0.2718290015
461	0.2718237273
462	0.2717968265
463	0.2716671323
464	0.2715958137
465	0.2715414843
466	0.2714973937
467	0.2714437723
468	0.2714028807
469	0.2713548494
470	0.2713123988
471	0.271181094
472	0.2711438591
473	0.2711217922
474	0.2711111126
475	0.271097889
476	0.2710820064
477	0.2709785163
478	0.270909425
479	0.2708678068
480	0.2708465816
481	0.2707790807
482	0.2707473761
483	0.2706867024
484	0.270644
485	0.2706045296
486	0.2705956951
487	0.2705448927
488	0.2705283366
489	0.2704869576
490	0.2704001926
491	0.2703698684
492	0.2703304668
493	0.2702959914
494	0.2701934416
495	0.2701786521
496	0.2700903056
497	0.2700400954
498	0.2700229708
499	0.2699953772
500	0.2699750878
501	0.26990197
502	0.2698389627
503	0.2698239004
504	0.269783789
505	0.2697680577
506	0.2697582904
507	0.2697083087
508	0.2696523382
509	0.269648745
510	0.2696401301
511	0.2696190174
512	0.2695974594
513	0.2695804665
514	0.2695163509
515	0.2694923629
516	0.2694725831
517	0.2694424469
518	0.2693157876
519	0.2692981748
520	0.269261962
521	0.2692449543
522	0.269201666
523	0.2691602859
524	0.2691344501
525	0.2691206714
526	0.2690741655
527	0.2690393527
528	0.2690077211
529	0.2689815201
530	0.2689507183
531	0.2688450928
532	0.2688036848
533	0.2687898194
534	0.2687860704
535	0.2687707172
536	0.2687465174
537	0.2687207164
538	0.2686788818
539	0.2686440506
540	0.2686230019
541	0.2686016378
542	0.2685621342
543	0.2685396415
544	0.2685016327
545	0.2684861083
546	0.2683836046
547	0.268342252
548	0.2682908764
549	0.2682524557
550	0.2682225386
551	0.2682010744
552	0.2681806715
553	0.2681755833
554	0.2681396208
555	0.2681254937
556	0.2680707489
557	0.2680518818
558	0.2680340154
559	0.2680287573
560	0.268001197
561	0.2679903602
562	0.2679489391
563	0.267933078
564	0.267918823
565	0.2677628118
566	0.2676416127
567	0.2676146114
568	0.2675746552
569	0.2675393867
570	0.2675032302
571	0.2674600848
572	0.2673999847
573	0.2673838946
574	0.2673758491
575	0.2673262383
576	0.2672962115
577	0.2672654291
578	0.2672250471
579	0.2672136504
580	0.26711803
581	0.2670920057
582	0.267057989
583	0.2670318842
584	0.2669830094
585	0.2669592218
586	0.2669186569
587	0.2668731641
588	0.2668644158
589	0.2668473516
590	0.266817275
591	0.2667914382
592	0.2667704946
593	0.2667421043
594	0.2666628005
595	0.2666413917
596	0.2666294026
597	0.2665655942
598	0.2665366262
599	0.2665059713
600	0.2664822438
601	0.2664526759
602	0.2664205498
603	0.2664101482
604	0.266396514
605	0.266372406
606	0.2663524871
607	0.266309655
608	0.2662806464
609	0.2662381776
610	0.266222004
611	0.2662166762
612	0.2661896364
613	0.2661401511
614	0.2661276832
615	0.2660901578
616	0.2660580756
617	0.2660418812
618	0.2660167256
619	0.2660036103
620	0.2659730794
621	0.2659622021
622	0.2659445971
623	0.2659036459
624	0.2658885575
625	0.2658586102
626	0.2658163797
627	0.2657877638
628	0.2657683412
629	0.2657404579
630	0.2657263936
631	0.2657009071
632	0.265685048
633	0.2656565174
634	0.2656322153
635	0.2655983275
636	0.2655387991
637	0.2655046985
638	0.2654667208
639	0.2654520596
640	0.2654215699
641	0.2654007225
642	0.2652808939
643	0.2652464407
644	0.2652392939
645	0.2652096472
646	0.2651525851
647	0.2651278035
648	0.2651084911
649	0.2650576158
650	0.2650314258
651	0.264992598
652	0.2649849604
653	0.2649746556
654	0.2649397011
655	0.2649036583
656	0.2648823412
657	0.2648475198
658	0.2648286785
659	0.2647891641
660	0.2647690372
661	0.2647386163
662	0.2647112917
663	0.264705215
664	0.2646810641
665	0.2646516608
666	0.2646368695
667	0.2645273834
668	0.2644925356
669	0.2644638422
670	0.2644413214
671	0.2644173409
672	0.2643913635
673	0.2643674098
674	0.2643259586
675	0.2642962172
676	0.2642569989
677	0.2642462652
678	0.2642364046
679	0.2642266364
680	0.2642185541
681	0.2641416711
682	0.2641348952
683	0.2641184876
684	0.2641032055
685	0.2640975522
686	0.2640690798
687	0.2640283553
688	0.2640098286
689	0.2639902928
690	0.2639573328
691	0.263948286
692	0.2639454349
693	0.2639121059
694	0.2638865335
695	0.2638649771
696	0.2638583298
697	0.2638353046
698	0.2638282915
699	0.2637938545
700	0.263765925
701	0.2637463773
702	0.2637340374
703	0.2637248316
704	0.2636865726
705	0.2636740924
706	0.2636458875
707	0.2636106774
708	0.26357431
709	0.2635697515
710	0.2635484201
711	0.2635399163
712	0.2635346739
713	0.2634910155
714	0.263455427
715	0.2634416418
716	0.2634374699
717	0.2634180894
718	0.2633836229
719	0.2633410215
720	0.2633334176
721	0.2632849177
722	0.2632700402
723	0.2632344458
724	0.2632005053
725	0.2631836763
726	0.2631391991
727	0.2631166976
728	0.2631098405
729	0.2630747947
730	0.263059126
731	0.2630446768
732	0.2630157075
733	0.2630067632
734	0.2628632962
735	0.262847196
736	0.2628450421
737	0.262824242
738	0.2628022815
739	0.2627983987
740	0.2627930796
741	0.262748946
742	0.2627177015
743	0.262697111
744	0.2626684362
745	0.2626577274
746	0.2626486644
747	0.2626370414
748	0.2626229792
749	0.2626091264
750	0.2626051582
751	0.2625857688
752	0.2625829092
753	0.2625546633
754	0.262524819
755	0.2624908497
756	0.2624754884
757	0.2624341963
758	0.2623832666
759	0.2623724511
760	0.2623412117
761	0.2623188614
762	0.2623087094
763	0.2622732809
764	0.2622352734
765	0.2622239442
766	0.2622004675
767	0.2621588112
768	0.2621167791
769	0.2621014556
770	0.262066078
771	0.2620384203
772	0.2619689393
773	0.2619666933
774	0.2619227379
775	0.2619046507
776	0.2618858493
777	0.261879379
778	0.2618699393
779	0.2618496167
780	0.2618289487
781	0.2618244219
782	0.2618162272
783	0.2618042477
784	0.2617901282
785	0.2617690587
786	0.2617475913
787	0.2616559651
788	0.2616405314
789	0.2616157565
790	0.2615319252
791	0.2615077978
792	0.2614931367
793	0.2614769528
794	0.261450156
795	0.2614481832
796	0.2614392284
797	0.2614276744
798	0.261396228
799	0.2613817108
800	0.2613583277
801	0.2612942964
802	0.2612887129
803	0.2612671509
804	0.2612430018
805	0.2612317933
806	0.2611982518
807	0.2611580692
808	0.2611048206
809	0.2611030932
810	0.2610791274
811	0.2610644266
812	0.2610568756
813	0.2610150242
814	0.2609796127
815	0.2609608801
816	0.2609481822
817	0.2609309263
818	0.2609149605
819	0.2609054547
820	0.2608934619
821	0.2608815992
822	0.2608644161
823	0.2608584667
824	0.2608370577
825	0.2608113587
826	0.2607870582
827	0.2607824275
828	0.2607736792
829	0.2607524224
830	0.2607383977
831	0.2607315912
832	0.2607052505
833	0.2606939239
834	0.2606624469
835	0.2606398478
836	0.2606239818
837	0.2605997281
838	0.2605967001
839	0.2605747775
840	0.2605466902
841	0.2605423795
842	0.2605289628
843	0.2605176307
844	0.2604976005
845	0.2604786503
846	0.2604379993
847	0.2604296714
848	0.2603419844
849	0.2603193885
850	0.2603070602
851	0.2602795409
852	0.2602639048
853	0.2602612232
854	0.2602236561
855	0.2602050293
856	0.260183853
857	0.2601548372
858	0.2601390396
859	0.260123185
860	0.2601005385
861	0.2600881046
862	0.2600444562
863	0.2599832215
864	0.2599593611
865	0.2599395807
866	0.2599079685
867	0.2599047886
868	0.2598989719
869	0.25989762
870	0.2598750388
871	0.2598650524
872	0.2598173372
873	0.2597835572
874	0.2597629276
875	0.2597503698
876	0.2597408614
877	0.2597241757
878	0.2597101378
879	0.2596679921
880	0.2596573161
881	0.2596487348
882	0.2596386426
883	0.2596124416
884	0.259609444
885	0.2596038866
886	0.2595800834
887	0.2595597725
888	0.2595304833
889	0.2595149954
890	0.2595067505
891	0.2594901031
892	0.2594719092
893	0.2594545178
894	0.2594219087
895	0.2593932639
896	0.2593734182
897	0.2593389921
898	0.2593188714
899	0.259309102
900	0.2592866966
901	0.2592450853
902	0.2592376104
903	0.2592172233
904	0.2591957334
905	0.2591484322
906	0.2591017346
907	0.2590706321
908	0.2590601537
909	0.25903534
910	0.2590253937
911	0.2590079436
912	0.2590063469
913	0.2589945357
914	0.25898015
915	0.258975175
916	0.2589677041
917	0.2589121054
918	0.2589049063
919	0.2588724493
920	0.258858106
921	0.2588562829
922	0.2588498399
923	0.2588175819
924	0.2587982209
925	0.2587865865
926	0.2587574307
927	0.25874916
928	0.2587467583
929	0.2587220909
930	0.2587084828
931	0.2586764609
932	0.2586647562
933	0.2586525693
934	0.258642172
935	0.2586338227
936	0.2586224706
937	0.2586005161
938	0.2585641529
939	0.2585527741
940	0.2585260133
941	0.25849697
942	0.2584666082
943	0.2584630309
944	0.2584317117
945	0.2584084295
946	0.2584015917
947	0.2583943302
948	0.2583880404
949	0.2583626518
950	0.2583417059
951	0.2583326009
952	0.2583118536
953	0.2582942311
954	0.2582839644
955	0.2582655051
956	0.2582428721
957	0.2582335307
958	0.2582119168
959	0.2581878302
960	0.2581545139
961	0.2581471337
962	0.2581114873
963	0.2580976615
964	0.2580931555
965	0.2580645669
966	0.2580516829
967	0.2580358909
968	0.2579934627
969	0.2579829772
970	0.2579463929
971	0.2579165961
972	0.2578784309
973	0.2578777064
974	0.2578655627
975	0.2578501575
976	0.2578420438
977	0.2578292425
978	0.2578189439
979	0.2577899147
980	0.2577803165
981	0.2577672431
982	0.2577525362
983	0.2577312903
984	0.2577233306
985	0.2577091495
986	0.2576851804
987	0.2576525498
988	0.2576431085
989	0.2576203973
990	0.2576078477
991	0.257581114
992	0.2575619672
993	0.25755803
994	0.2575509008
995	0.2575368594
996	0.2575330606
997	0.2575171251
998	0.2574908811
999	0.2574579006
