iter	Passed	Remaining
0	48	1418
1	50	705
2	51	461
3	52	338
4	52	263
5	53	214
6	54	178
7	55	151
8	56	130
9	56	113
10	58	100
11	59	89
12	60	79
13	61	70
14	62	62
15	63	55
16	65	49
17	66	44
18	66	38
19	67	33
20	68	29
21	70	25
22	71	21
23	72	18
24	74	14
25	75	11
26	76	8
27	78	5
28	78	2
29	79	0
